id,name,nametype,recclass,mass,year,reclat,reclong,coordinates
15469,Meerut,Valid,H5,22.0,1861-01-01,29.01667,77.8,"[77, 29]"
15470,Meester-Cornelis,Valid,H5,24750.0,1915-01-01,-6.23333,106.88333,"[106, -6]"
15485,Menow,Valid,H4,10500.0,1862-01-01,53.18333,13.15,"[13, 53]"
15486,Menziswyl,Valid,L5,28.9,1903-01-01,46.81867,7.21817,"[7, 46]"
15489,Mern,Valid,L6,4000.0,1878-01-01,55.05,12.06667,"[12, 55]"
15491,Meru,Valid,LL6,6000.0,1945-01-01,0.0,37.66667,"[37, 0]"
15492,Merua,Valid,H5,71400.0,1920-01-01,25.48333,81.98333,"[81, 25]"
15495,Messina,Valid,L5,2405.0,1955-01-01,38.18333,15.56667,"[15, 38]"
16626,Meuselbach,Valid,L6,870.0,1897-01-01,50.58333,11.1,"[11, 50]"
16627,Mezel,Valid,L6,1300.0,1949-01-01,45.76667,3.25,"[3, 45]"
16628,Mezö-Madaras,Valid,L3.7,22700.0,1852-01-01,46.5,25.73333,"[25, 46]"
16629,Mhow,Valid,L6,350.0,1827-01-01,25.9,83.61667,"[83, 25]"
16631,Mianchi,Valid,H5,1100.0,1980-01-01,34.8,111.7,"[111, 34]"
16632,Middlesbrough,Valid,L6,1600.0,1881-01-01,54.56667,-1.16667,"[-1, 54]"
52090,Mifflin,Valid,L5,3584.0,2010-01-01,42.9075,-90.36556,"[-90, 42]"
16634,Mighei,Valid,CM2,8000.0,1889-01-01,48.06667,30.96667,"[30, 48]"
16635,Mihonoseki,Valid,L6,6380.0,1992-01-01,35.56833,133.22,"[133, 35]"
16636,Mike,Valid,L6,224.2,1944-01-01,46.23333,17.53333,"[17, 46]"
16640,Milena,Valid,L6,10000.0,1842-01-01,46.18333,16.1,"[16, 46]"
16643,Millbillillie,Valid,Eucrite-mmict,330000.0,1960-01-01,-26.45,120.36667,"[120, -26]"
16645,Miller (Arkansas),Valid,H5,16700.0,1930-01-01,35.4,-92.05,"[-92, 35]"
16696,Mineo,Valid,Pallasite,42.0,1826-01-01,37.28333,14.7,"[14, 37]"
16697,Min-Fan-Zhun,Valid,LL6,5500.0,1952-01-01,32.33333,120.66667,"[120, 32]"
16700,Minnichhof,Valid,OC,550.0,1905-01-01,47.7,16.6,"[16, 47]"
16701,Mirzapur,Valid,L5,8510.0,1910-01-01,25.68333,83.25,"[83, 25]"
16703,Misshof,Valid,H5,5800.0,1890-01-01,56.66667,23.0,"[23, 56]"
16707,Mjelleim,Valid,H,100.7,1898-01-01,61.73333,5.93333,"[5, 61]"
16709,Mocs,Valid,L5-6,300000.0,1882-01-01,46.8,24.03333,"[24, 46]"
16711,Modoc (1905),Valid,L6,35000.0,1905-01-01,38.5,-101.1,"[-101, 38]"
16713,Mokoia,Valid,CV3,4500.0,1908-01-01,-39.63333,174.4,"[174, -39]"
16715,Molina,Valid,H5,144000.0,1858-01-01,38.11667,-1.16667,"[-1, 38]"
16717,Molteno,Valid,Howardite,150.0,1953-01-01,-31.25,26.46667,"[26, -31]"
16719,Monahans (1998),Valid,H5,2587.0,1998-01-01,31.60833,-102.85833,"[-102, 31]"
16720,Monroe,Valid,H4,8600.0,1849-01-01,35.25,-80.5,"[-80, 35]"
16725,Monte das Fortes,Valid,L5,4885.0,1950-01-01,38.01667,-8.25,"[-8, 38]"
16726,Monte Milone,Valid,L5,3130.0,1846-01-01,43.26667,13.35,"[13, 43]"
16727,Montferré,Valid,H5,149000.0,1923-01-01,43.39056,1.9625,"[1, 43]"
16729,Montlivault,Valid,L6,500.0,1838-01-01,47.63333,1.58333,"[1, 47]"
16736,Moore County,Valid,Eucrite-cm,1880.0,1913-01-01,35.41667,-79.38333,"[-79, 35]"
16737,Mooresfort,Valid,H5,3520.0,1810-01-01,52.45,-8.33333,"[-8, 52]"
16738,Moorleah,Valid,L6,8887.5,1930-01-01,-40.975,145.6,"[145, -40]"
16740,Moradabad,Valid,L6,70.0,1808-01-01,28.78333,78.83333,"[78, 28]"
16742,Morávka,Valid,H5,633.0,2000-01-01,49.6,18.53333,"[18, 49]"
16747,Mornans,Valid,H5,1300.0,1875-01-01,44.6,5.13333,"[5, 44]"
36592,Moss,Valid,CO3.6,3763.0,2006-01-01,59.43333,10.7,"[10, 59]"
16759,Moti-ka-nagla,Valid,H6,1500.0,1868-01-01,26.83333,77.33333,"[77, 26]"
16762,Motta di Conti,Valid,H4,9150.0,1868-01-01,45.2,8.5,"[8, 45]"
16766,Mount Browne,Valid,H6,11300.0,1902-01-01,-29.8,141.7,"[141, -29]"
16804,Mount Tazerzait,Valid,L5,110000.0,1991-01-01,18.7,4.8,"[4, 18]"
16820,Mtola,Valid,Stone-uncl,1100.0,1944-01-01,-11.5,33.5,"[33, -11]"
16841,Muddoor,Valid,L5,4400.0,1865-01-01,12.63333,77.01667,"[77, 12]"
16851,Mulletiwu,Valid,L,25.5,1795-01-01,9.33333,80.83333,"[80, 9]"
16874,Muraid,Valid,L6,4703.0,1924-01-01,24.5,90.21667,"[90, 24]"
16875,Murchison,Valid,CM2,100000.0,1969-01-01,-36.61667,145.2,"[145, -36]"
16882,Murray,Valid,CM2,12600.0,1950-01-01,36.6,-88.1,"[-88, 36]"
16885,Muzaffarpur,Valid,"Iron, IAB-sHL",1245.0,1964-01-01,26.13333,85.53333,"[85, 26]"
16889,Nadiabondi,Valid,H5,8165.0,1956-01-01,12.0,1.0,"[1, 12]"
16890,Nagai,Valid,L6,1810.0,1922-01-01,38.12167,140.06167,"[140, 38]"
16892,Nagaria,Valid,Eucrite-cm,20.0,1875-01-01,26.98333,78.21667,"[78, 26]"
16893,Nagy-Borové,Valid,L5,6100.0,1895-01-01,49.16667,19.5,"[19, 49]"
16898,Nakhla,Valid,Martian (nakhlite),10000.0,1911-01-01,31.31667,30.35,"[30, 31]"
16899,Nakhon Pathom,Valid,L6,23200.0,1923-01-01,13.73333,100.08333,"[100, 13]"
16902,Nammianthal,Valid,H5,4500.0,1886-01-01,12.28333,79.2,"[79, 12]"
16903,Nan Yang Pao,Valid,L6,52900.0,1917-01-01,35.66667,103.5,"[103, 35]"
16904,Nanjemoy,Valid,H6,7500.0,1825-01-01,38.41667,-77.16667,"[-77, 38]"
16907,Nantong,Valid,H6,529.0,1984-01-01,32.11667,121.8,"[121, 32]"
16908,Naoki,Valid,H6,17000.0,1928-01-01,19.25,77.0,"[77, 19]"
16909,Naragh,Valid,H6,2700.0,1974-01-01,33.75,51.5,"[51, 33]"
16912,Narellan,Valid,L6,367.5,1928-01-01,-34.05,150.68889,"[150, -34]"
16922,Nassirah,Valid,H4,347.0,1936-01-01,-21.73333,165.9,"[165, -21]"
16927,Nawapali,Valid,CM2,105.0,1890-01-01,21.25,83.66667,"[83, 21]"
16934,Neagari,Valid,L6,420.0,1995-01-01,36.44917,136.46528,"[136, 36]"
16935,Nedagolla,Valid,"Iron, ungrouped",4500.0,1870-01-01,18.68333,83.48333,"[83, 18]"
16941,Nejo,Valid,L6,2450.0,1970-01-01,9.5,35.33333,"[35, 9]"
16945,Nerft,Valid,L6,10250.0,1864-01-01,56.5,21.5,"[21, 56]"
16950,Neuschwanstein,Valid,EL6,6189.0,2002-01-01,47.525,10.80833,"[10, 47]"
16953,New Concord,Valid,L6,230000.0,1860-01-01,40.0,-81.76667,"[-81, 40]"
16954,New Halfa,Valid,L4,12000.0,1994-01-01,15.36667,35.68333,"[35, 15]"
16960,New Orleans,Valid,H5,19256.0,2003-01-01,29.94718,-90.10976,"[-90, 29]"
16966,Ngawi,Valid,LL3.6,1393.0,1883-01-01,-7.45,111.41667,"[111, -7]"
16968,N'Goureyma,Valid,"Iron, ungrouped",37500.0,1900-01-01,13.85,-4.38333,"[-4, 13]"
16976,Nikolaevka,Valid,H4,3996.0,1935-01-01,52.45,78.63333,"[78, 52]"
16977,Nikolskoe,Valid,L4,6000.0,1954-01-01,56.11667,37.33333,"[37, 56]"
16980,Ningbo,Valid,"Iron, IVA",14250.0,1975-01-01,29.86667,121.48333,"[121, 29]"
16981,Ningqiang,Valid,C3-ung,4610.0,1983-01-01,32.925,105.90667,"[105, 32]"
16982,Nio,Valid,H3-4,467.0,1897-01-01,34.2,131.56667,"[131, 34]"
16983,N'Kandhla,Valid,"Iron, IID",17200.0,1912-01-01,-28.56667,30.7,"[30, -28]"
16984,Nobleborough,Valid,Eucrite-pmict,2300.0,1823-01-01,44.08333,-69.48333,"[-69, 44]"
16985,Noblesville,Valid,H4-6,483.7,1991-01-01,40.08528,-86.055,"[-86, 40]"
16989,Nogoya,Valid,CM2,4000.0,1879-01-01,-32.36667,-59.83333,"[-59, -32]"
16994,Norfork,Valid,"Iron, IIIAB",1050.0,1918-01-01,36.21667,-92.26667,"[-92, 36]"
17922,Norton County,Valid,Aubrite,1100000.0,1948-01-01,39.68333,-99.86667,"[-99, 39]"
17930,Noventa Vicentina,Valid,H4,177.0,1971-01-01,45.29167,11.52722,"[11, 45]"
17933,Novo-Urei,Valid,Ureilite,1900.0,1886-01-01,54.81667,46.0,"[46, 54]"
17935,Novy-Projekt,Valid,OC,1001.0,1908-01-01,56.0,22.0,"[22, 56]"
17936,Noyan-Bogdo,Valid,L6,250.0,1933-01-01,42.91667,102.46667,"[102, 42]"
17938,Nuevo Mercurio,Valid,H5,50000.0,1978-01-01,24.3,-102.13333,"[-102, 24]"
17959,Nulles,Valid,H6,5000.0,1851-01-01,41.63333,0.75,"[0, 41]"
17960,Numakai,Valid,H4,363.0,1925-01-01,43.33333,141.86667,"[141, 43]"
17969,Nyaung,Valid,"Iron, IIIAB",737.6,1939-01-01,21.20833,94.91667,"[94, 21]"
17970,Nyirábrany,Valid,LL5,1100.0,1914-01-01,47.55,22.025,"[22, 47]"
17979,Ochansk,Valid,H4,500000.0,1887-01-01,57.78333,55.26667,"[55, 57]"
17988,Oesede,Valid,H5,1400.0,1927-01-01,52.28333,8.05,"[8, 52]"
17989,Oesel,Valid,L6,6000.0,1855-01-01,58.5,23.0,"[23, 58]"
17990,Ofehértó,Valid,L6,3750.0,1900-01-01,47.88333,22.03333,"[22, 47]"
17994,Ogi,Valid,H6,14360.0,1741-01-01,33.28333,130.2,"[130, 33]"
17995,Ohaba,Valid,H5,16250.0,1857-01-01,46.06667,23.58333,"[23, 46]"
17996,Ohuma,Valid,L5,7700.0,1963-01-01,6.75,8.5,"[8, 6]"
17997,Ojuelos Altos,Valid,L6,5850.0,1926-01-01,38.18333,-5.4,"[-5, 38]"
17998,Okabe,Valid,H5,194.0,1958-01-01,36.18333,139.21667,"[139, 36]"
18000,Okano,Valid,"Iron, IIAB",4742.0,1904-01-01,35.08333,135.2,"[135, 35]"
18002,Okniny,Valid,LL6,12000.0,1834-01-01,50.83333,25.5,"[25, 50]"
18009,Oldenburg (1930),Valid,L6,16570.0,1930-01-01,52.95,8.16667,"[8, 52]"
18013,Olivenza,Valid,LL5,150000.0,1924-01-01,38.71667,-7.06667,"[-7, 38]"
18015,Olmedilla de Alarcón,Valid,H5,40000.0,1929-01-01,39.56667,-2.1,"[-2, 39]"
18019,Omolon,Valid,"Pallasite, PMG",250000.0,1981-01-01,64.02,161.80833,"[161, 64]"
18026,Orgueil,Valid,CI1,14000.0,1864-01-01,43.88333,1.38333,"[1, 43]"
34489,Orlando,Valid,Eucrite,180.0,2004-01-01,28.5475,-81.36222,"[-81, 28]"
18030,Ornans,Valid,CO3.4,6000.0,1868-01-01,47.11667,6.15,"[6, 47]"
18034,Orvinio,Valid,H6,3400.0,1872-01-01,42.13333,12.93333,"[12, 42]"
18042,Oterøy,Valid,L6,246.0,1928-01-01,58.88333,9.4,"[9, 58]"
18045,Otomi,Valid,H,6510.0,1867-01-01,38.4,140.35,"[140, 38]"
18046,Ottawa,Valid,LL6,840.0,1896-01-01,38.6,-95.21667,"[-95, 38]"
56729,Ouadangou,Valid,L5,4440.0,2003-01-01,12.9,0.08,"[0, 12]"
18050,Oued el Hadjar,Valid,LL6,1215.5,1986-01-01,30.18,-6.57717,"[-6, 30]"
31282,Oum Dreyga,Valid,H3-5,17000.0,2003-01-01,24.3,-13.1,"[-13, 24]"
18052,Ourique,Valid,H4,20000.0,1998-01-01,37.60833,-8.28,"[-8, 37]"
18055,Ovambo,Valid,L6,121.5,1900-01-01,-18.0,16.0,"[16, -18]"
18058,Oviedo,Valid,H5,205.0,1856-01-01,43.4,-5.86667,"[-5, 43]"
18068,Pacula,Valid,L6,3400.0,1881-01-01,21.05,-99.3,"[-99, 21]"
18069,Padvarninkai,Valid,Eucrite-mmict,3858.0,1929-01-01,55.66667,25.0,"[25, 55]"
18072,Paitan,Valid,H6,515.0,1910-01-01,17.74333,120.45583,"[120, 17]"
18074,Palca de Aparzo,Valid,L5,1430.0,1988-01-01,-23.11667,-65.1,"[-65, -23]"
18077,Palinshih,Valid,Iron,18000.0,1914-01-01,43.48333,118.61667,"[118, 43]"
18079,Palmyra,Valid,L3,135.0,1926-01-01,39.8,-91.5,"[-91, 39]"
18082,Palolo Valley,Valid,H5,682.0,1949-01-01,21.3,-157.78333,"[-157, 21]"
18093,Pampanga,Valid,L5,10500.0,1859-01-01,15.08333,120.7,"[120, 15]"
18098,Pantar,Valid,H5,2130.0,1938-01-01,8.06667,124.28333,"[124, 8]"
18101,Paragould,Valid,LL5,408000.0,1930-01-01,36.06667,-90.5,"[-90, 36]"
18102,Parambu,Valid,LL5,2000.0,1967-01-01,-6.23333,-40.7,"[-40, -6]"
18103,Paranaiba,Valid,L6,100000.0,1956-01-01,-19.13333,-51.66667,"[-51, -19]"
18106,Park Forest,Valid,L5,18000.0,2003-01-01,41.48472,-87.67917,"[-87, 41]"
18108,Parnallee,Valid,LL3.6,77600.0,1857-01-01,9.23333,78.35,"[78, 9]"
18109,Parsa,Valid,EH3,800.0,1942-01-01,26.2,85.4,"[85, 26]"
18110,Pasamonte,Valid,Eucrite-pmict,5100.0,1933-01-01,36.21667,-103.4,"[-103, 36]"
18112,Patora,Valid,H6,4375.0,1969-01-01,20.93694,82.05,"[82, 20]"
18116,Patrimonio,Valid,L6,2121.0,1950-01-01,-19.53333,-48.56667,"[-48, -19]"
18118,Patti,Valid,Iron,12.0,1922-01-01,38.13333,14.96667,"[14, 38]"
18171,Patwar,Valid,Mesosiderite-A1,37350.0,1935-01-01,23.15,91.18333,"[91, 23]"
18173,Pavel,Valid,H5,2968.0,1966-01-01,43.46667,25.51667,"[25, 43]"
18175,Pavlodar (stone),Valid,H5,142.5,1938-01-01,52.3,77.03333,"[77, 52]"
18176,Pavlograd,Valid,L6,40000.0,1826-01-01,48.53333,35.98333,"[35, 48]"
18177,Pavlovka,Valid,Howardite,2000.0,1882-01-01,52.03333,43.0,"[43, 52]"
18180,Peace River,Valid,L6,45760.0,1963-01-01,56.13333,-117.93333,"[-117, 56]"
18181,Peckelsheim,Valid,Diogenite-pm,117.8,1953-01-01,51.66667,9.25,"[9, 51]"
18782,Peekskill,Valid,H6,12570.0,1992-01-01,41.28333,-73.91667,"[-73, 41]"
18786,Peña Blanca Spring,Valid,Aubrite,70000.0,1946-01-01,30.125,-103.11667,"[-103, 30]"
18792,Peramiho,Valid,Eucrite-mmict,165.0,1899-01-01,-10.66667,35.5,"[35, -10]"
18793,Perpeti,Valid,L6,23474.0,1935-01-01,23.325,91.0,"[91, 23]"
18797,Perth,Valid,LL5,2.0,1830-01-01,56.4,-3.43333,"[-3, 56]"
18798,Pervomaisky,Valid,L6,66000.0,1933-01-01,56.63333,39.43333,"[39, 56]"
18799,Pesyanoe,Valid,Aubrite,3393.0,1933-01-01,55.5,66.08333,"[66, 55]"
18800,Pétèlkolé,Valid,H5,189.0,1995-01-01,14.052,0.42,"[0, 14]"
18801,Petersburg,Valid,Eucrite-pmict,1800.0,1855-01-01,35.3,-86.63333,"[-86, 35]"
18808,Phillips County (stone),Valid,L6,57900.0,1901-01-01,40.0,-99.25,"[-99, 40]"
18809,Phu Hong,Valid,H4,500.0,1887-01-01,11.25,108.58333,"[108, 11]"
18811,Phum Sambo,Valid,H4,7800.0,1933-01-01,12.0,105.48333,"[105, 12]"
18812,Phuoc-Binh,Valid,L5,11000.0,1941-01-01,15.71667,108.1,"[108, 15]"
18813,Piancaldoli,Valid,LL3.4,13.1,1968-01-01,44.24417,11.50222,"[11, 44]"
18822,Pillistfer,Valid,EL6,23250.0,1863-01-01,58.66667,25.73333,"[25, 58]"
18831,Piplia Kalan,Valid,Eucrite-mmict,42000.0,1996-01-01,26.03472,73.94167,"[73, 26]"
18832,Piquetberg,Valid,H,37.0,1881-01-01,-32.86667,18.71667,"[18, -32]"
18834,Pirgunje,Valid,L6,842.0,1882-01-01,25.8,88.45,"[88, 25]"
18835,Pirthalla,Valid,H6,1161.0,1884-01-01,29.58333,76.0,"[76, 29]"
18837,Pitts,Valid,"Iron, IAB-ung",3760.0,1921-01-01,31.95,-83.51667,"[-83, 31]"
18846,Plantersville,Valid,H6,2085.0,1930-01-01,30.7,-96.11667,"[-96, 30]"
51706,Pleşcoi,Valid,L5-6,6913.0,2008-01-01,45.275,26.70972,"[26, 45]"
18849,Ploschkovitz,Valid,L5,39.0,1723-01-01,50.53333,14.11667,"[14, 50]"
18851,Pnompehn,Valid,L6,96.0,1868-01-01,11.58333,104.91667,"[104, 11]"
18853,Pohlitz,Valid,L5,3000.0,1819-01-01,50.93333,12.13333,"[12, 50]"
18858,Pokhra,Valid,H5,350.0,1866-01-01,26.71667,82.66667,"[82, 26]"
18860,Pollen,Valid,CM2,253.6,1942-01-01,66.34833,14.015,"[14, 66]"
18865,Pontlyfni,Valid,Winonaite,157.0,1931-01-01,53.03639,-4.31944,"[-4, 53]"
18874,Portales Valley,Valid,H6,71400.0,1998-01-01,34.175,-103.295,"[-103, 34]"
18876,Portugal,Valid,Stone-uncl,4500.0,1796-01-01,38.5,-8.0,"[-8, 38]"
18879,Po-wang Chen,Valid,LL,665.0,1933-01-01,31.41667,118.5,"[118, 31]"
18883,Prambachkirchen,Valid,L6,2125.0,1932-01-01,48.3025,13.94083,"[13, 48]"
18887,Pribram,Valid,H5,5555.0,1959-01-01,49.66667,14.03333,"[14, 49]"
18888,Pricetown,Valid,L6,900.0,1893-01-01,39.11667,-83.85,"[-83, 39]"
45984,Puerto Lápice,Valid,Eucrite-br,500.0,2007-01-01,39.35,-3.51667,"[-3, 39]"
18899,Pulsora,Valid,H5,560.0,1863-01-01,23.36667,75.18333,"[75, 23]"
18901,Pultusk,Valid,H5,250000.0,1868-01-01,52.76667,21.26667,"[21, 52]"
18902,Punganaru,Valid,Stone-uncl,100.0,1811-01-01,13.33333,78.95,"[78, 13]"
18905,Putinga,Valid,L6,300000.0,1937-01-01,-29.03333,-53.05,"[-53, -29]"
18907,Qidong,Valid,L/LL5,1275.0,1982-01-01,32.08333,121.5,"[121, 32]"
18908,Qingzhen,Valid,EH3,2600.0,1976-01-01,26.53333,106.46667,"[106, 26]"
22357,Queen's Mercy,Valid,H6,7000.0,1925-01-01,-30.11667,28.7,"[28, -30]"
22358,Quenggouk,Valid,H4,6045.0,1857-01-01,17.76667,95.18333,"[95, 17]"
22360,Quesa,Valid,"Iron, IAB-ung",10750.0,1898-01-01,39.0,-0.66667,"[0, 39]"
22361,Quija,Valid,H,17450.0,1990-01-01,44.61667,126.13333,"[126, 44]"
22363,Quincay,Valid,L6,65.0,1851-01-01,46.6,0.25,"[0, 46]"
22368,Raco,Valid,H5,5000.0,1957-01-01,-26.66667,-65.45,"[-65, -26]"
22371,Raghunathpura,Valid,"Iron, IIAB",10200.0,1986-01-01,27.72528,76.465,"[76, 27]"
31302,Rahimyar Khan,Valid,L5,67225.0,1983-01-01,28.225,70.2,"[70, 28]"
22376,Rakovka,Valid,L6,9000.0,1878-01-01,52.98333,37.03333,"[37, 52]"
22384,Ramnagar,Valid,L6,3766.0,1940-01-01,26.45,82.9,"[82, 26]"
22385,Rampurhat,Valid,LL,100.0,1916-01-01,24.16667,87.76667,"[87, 24]"
22386,Ramsdorf,Valid,L6,4682.0,1958-01-01,51.88333,6.93333,"[6, 51]"
22387,Ranchapur,Valid,H4,290.4,1917-01-01,23.98333,87.08333,"[87, 23]"
22390,Rancho de la Presa,Valid,H5,300.0,1899-01-01,19.86667,-100.81667,"[-100, 19]"
22392,Rangala,Valid,L6,3224.5,1937-01-01,25.38333,72.01667,"[72, 25]"
22394,Raoyang,Valid,L6,4910.0,1919-01-01,38.2,115.7,"[115, 38]"
22395,Ras Tanura,Valid,H6,6.1,1961-01-01,26.66667,50.15,"[50, 26]"
22396,Rasgrad,Valid,Stone-uncl,24700.0,1740-01-01,43.5,26.53333,"[26, 43]"
22398,Ratyn,Valid,Stone-uncl,910.0,1880-01-01,52.2,17.98333,"[17, 52]"
53502,Red Canyon Lake,Valid,H5,18.41,2007-01-01,38.13742,-119.75812,"[-119, 38]"
22584,Reliegos,Valid,L5,17300.0,1947-01-01,42.475,-5.33333,"[-5, 42]"
22585,Rembang,Valid,"Iron, IVA",10000.0,1919-01-01,-6.73333,111.36667,"[111, -6]"
22586,Renazzo,Valid,CR2,1000.0,1824-01-01,44.76667,11.28333,"[11, 44]"
22587,Renca,Valid,L5,300.0,1925-01-01,-32.75,-65.28333,"[-65, -32]"
22589,Renqiu,Valid,L6,355.0,1916-01-01,38.66667,116.13333,"[116, 38]"
22590,Repeev Khutor,Valid,"Iron, IIF",7000.0,1933-01-01,48.6,45.66667,"[45, 48]"
22592,Revelstoke,Valid,CI1,1.0,1965-01-01,51.33333,-118.95,"[-118, 51]"
22593,Rewari,Valid,L6,3332.0,1929-01-01,28.2,76.66667,"[76, 28]"
22597,Rich Mountain,Valid,L6,668.0,1903-01-01,35.03333,-83.03333,"[-83, 35]"
24140,Uzcudun,Valid,L,20000.0,1948-01-01,-44.11667,-66.15,"[-66, -44]"
22599,Richardton,Valid,H5,90000.0,1918-01-01,46.88333,-102.31667,"[-102, 46]"
22602,Richland Springs,Valid,OC,1900.0,1980-01-01,31.25,-99.03333,"[-99, 31]"
22603,Richmond,Valid,LL5,1800.0,1828-01-01,37.46667,-77.5,"[-77, 37]"
22611,Rio Negro,Valid,L4,1310.0,1934-01-01,-26.1,-49.8,"[-49, -26]"
22637,Rochester,Valid,H6,340.0,1876-01-01,41.08333,-86.28333,"[-86, 41]"
22640,Rockhampton,Valid,Stone-uncl,1641.0,1895-01-01,-23.38333,150.51667,"[150, -23]"
22641,Roda,Valid,Diogenite,400.0,1871-01-01,42.3,0.55,"[0, 42]"
22642,Rodach,Valid,Stone-uncl,2900.0,1775-01-01,50.35,10.8,"[10, 50]"
22766,Rose City,Valid,H5,10600.0,1921-01-01,44.51667,-83.95,"[-83, 44]"
22773,Rowton,Valid,"Iron, IIIAB",3500.0,1876-01-01,52.76667,-2.51667,"[-2, 52]"
22780,Ruhobobo,Valid,L6,465.5,1976-01-01,-1.45,29.83333,"[29, -1]"
22782,Rumuruti,Valid,R3.8-6,67.0,1934-01-01,0.26667,36.53333,"[36, 0]"
22783,Rupota,Valid,L4-6,6000.0,1949-01-01,-10.26667,38.76667,"[38, -10]"
22791,Ryechki,Valid,L5,13000.0,1914-01-01,51.13333,34.5,"[34, 51]"
22792,Sabetmahet,Valid,H5,1250.0,1855-01-01,27.43333,82.08333,"[82, 27]"
22793,Sabrum,Valid,LL6,478.0,1999-01-01,23.08333,91.66667,"[91, 23]"
23101,Saint-Sauveur,Valid,EH5,14000.0,1914-01-01,43.73333,1.38333,"[1, 43]"
23102,Saint-Séverin,Valid,LL6,271000.0,1966-01-01,45.3,0.23333,"[0, 45]"
23103,Sakauchi,Valid,Iron,4180.0,1913-01-01,35.66667,136.3,"[136, 35]"
23107,Salem,Valid,L6,61.4,1981-01-01,44.97917,-122.96944,"[-122, 44]"
23111,Salles,Valid,L5,9000.0,1798-01-01,46.05,4.63333,"[4, 46]"
23114,Salzwedel,Valid,LL5,43.0,1985-01-01,52.75,11.05,"[11, 52]"
23115,Samelia,Valid,"Iron, IIIAB",2462.0,1921-01-01,25.66667,74.86667,"[74, 25]"
23128,San Juan Capistrano,Valid,H6,56.0,1973-01-01,33.48472,-117.6625,"[-117, 33]"
31315,San Michele,Valid,L6,237.0,2002-01-01,43.66667,13.0,"[13, 43]"
23130,San Pedro de Quiles,Valid,L6,282.0,1956-01-01,-31.01667,-71.4,"[-71, -31]"
34063,San Pedro Jacuaro,Valid,LL6,460.0,1968-01-01,19.76667,-100.65,"[-100, 19]"
23161,Santa Barbara,Valid,L4,400.0,1873-01-01,-29.2,-51.86667,"[-51, -29]"
23164,Santa Cruz,Valid,CM2,60.0,1939-01-01,24.16667,-99.33333,"[-99, 24]"
23165,Santa Isabel,Valid,L6,5500.0,1924-01-01,-33.9,-61.7,"[-61, -33]"
50909,Santa Lucia (2008),Valid,L6,4000.0,2008-01-01,-31.535556,-68.489444,"[-68, -31]"
23171,São Jose do Rio Preto,Valid,H4,927.0,1962-01-01,-20.81,-49.38056,"[-49, -20]"
23176,Saratov,Valid,L4,200000.0,1918-01-01,52.55,46.55,"[46, 52]"
23187,Sasagase,Valid,H,695.0,1688-01-01,34.71667,137.78333,"[137, 34]"
23188,Sauguis,Valid,L6,4000.0,1868-01-01,43.15,-0.85,"[0, 43]"
23190,Savtschenskoje,Valid,LL4,2500.0,1894-01-01,47.21667,29.86667,"[29, 47]"
23192,Sayama,Valid,CM2,430.0,1986-01-01,35.86667,139.4,"[139, 35]"
23455,Sazovice,Valid,L5,412.0,1934-01-01,49.23333,17.56667,"[17, 49]"
23457,Schellin,Valid,L,7000.0,1715-01-01,53.35,15.05,"[15, 53]"
23458,Schenectady,Valid,H5,283.3,1968-01-01,42.86083,-73.95028,"[-73, 42]"
23460,Schönenberg,Valid,L6,8000.0,1846-01-01,48.11667,10.46667,"[10, 48]"
23472,Searsmont,Valid,H5,5400.0,1871-01-01,44.36667,-69.2,"[-69, 44]"
23473,Sediköy,Valid,L6,240.0,1917-01-01,38.3,27.13333,"[27, 38]"
23476,Segowlie,Valid,LL6,6930.0,1853-01-01,26.75,84.78333,"[84, 26]"
23481,Selakopi,Valid,H5,1590.0,1939-01-01,-7.23333,107.33333,"[107, -7]"
23483,Seldebourak,Valid,H5,150.0,1947-01-01,22.83333,4.98333,"[4, 22]"
23487,Semarkona,Valid,LL3.00,691.0,1940-01-01,22.25,79.0,"[79, 22]"
23495,Sena,Valid,H4,4000.0,1773-01-01,41.71667,-0.05,"[0, 41]"
23496,Senboku,Valid,H6,866.0,1993-01-01,39.43833,140.51167,"[140, 39]"
23500,Seoni,Valid,H6,20000.0,1966-01-01,21.68389,79.50083,"[79, 21]"
23501,Seres,Valid,H4,8500.0,1818-01-01,41.05,23.56667,"[23, 41]"
23502,Serra de Magé,Valid,Eucrite-cm,1800.0,1923-01-01,-8.38333,-36.76667,"[-36, -8]"
23504,Sete Lagoas,Valid,H4,350.0,1908-01-01,-19.46667,-44.21667,"[-44, -19]"
23508,Sevilla,Valid,LL4,180.0,1862-01-01,37.41667,-6.0,"[-6, 37]"
23509,Sevrukovo,Valid,L5,101000.0,1874-01-01,50.61667,36.6,"[36, 50]"
23512,Sfax,Valid,L6,7000.0,1989-01-01,34.75,10.71667,"[10, 34]"
23521,Shalka,Valid,Diogenite,4000.0,1850-01-01,23.1,87.3,"[87, 23]"
23525,Sharps,Valid,H3.4,1265.0,1921-01-01,37.83333,-76.7,"[-76, 37]"
23529,Shelburne,Valid,L5,18600.0,1904-01-01,44.05,-80.16667,"[-80, 44]"
23530,Shergotty,Valid,Martian (shergottite),5000.0,1865-01-01,24.55,84.83333,"[84, 24]"
23531,Sheyang,Valid,L6,605.0,1976-01-01,33.65,120.06667,"[120, 33]"
23534,Shikarpur,Valid,L6,3679.7,1921-01-01,25.85,87.5775,"[87, 25]"
